function_name,file_path,module,applicable_standard,standard_section,confidence,notes
get_iteration_flag,solvers/orcaflex/mooring.py,solvers,Gap,,low,
prepare_includefile_for_all_lines,solvers/orcaflex/mooring.py,solvers,Gap,,low,
prepare_includefile_for_fender_compression,solvers/orcaflex/mooring.py,solvers,Gap,,low,
get_tension,solvers/orcaflex/mooring.py,solvers,Gap,,low,
get_length,solvers/orcaflex/mooring.py,solvers,Gap,,low,
get_target_pretension,solvers/orcaflex/mooring.py,solvers,Gap,,low,
get_target_fender_force,solvers/orcaflex/mooring.py,solvers,Gap,,low,
calculate_mooring_stiffness_3d,solvers/orcaflex/mooring.py,solvers,Gap,,low,
analyze_directory,solvers/orcaflex/mooring_analysis/comprehensive_analysis/analyzer.py,solvers,Gap,,low,
analyze_files,solvers/orcaflex/mooring_analysis/comprehensive_analysis/analyzer.py,solvers,Gap,,low,
compare_groups,solvers/orcaflex/mooring_analysis/comprehensive_analysis/analyzer.py,solvers,Gap,,low,
from_yaml,solvers/orcaflex/mooring_analysis/comprehensive_analysis/config.py,solvers,Gap,,low,
from_dict,solvers/orcaflex/mooring_analysis/comprehensive_analysis/config.py,solvers,Gap,,low,
to_yaml,solvers/orcaflex/mooring_analysis/comprehensive_analysis/config.py,solvers,Gap,,low,
convert_to_dict,solvers/orcaflex/mooring_analysis/comprehensive_analysis/config.py,solvers,Gap,,low,
validate,solvers/orcaflex/mooring_analysis/comprehensive_analysis/config.py,solvers,Gap,,low,
create_default_config,solvers/orcaflex/mooring_analysis/comprehensive_analysis/config.py,solvers,Gap,,low,
extract_from_filename,solvers/orcaflex/mooring_analysis/comprehensive_analysis/context_extractor.py,solvers,Gap,,low,
apply_standards,solvers/orcaflex/mooring_analysis/comprehensive_analysis/context_extractor.py,solvers,Gap,,low,
parse_fender_csv,solvers/orcaflex/mooring_analysis/comprehensive_analysis/fender_forces.py,solvers,Gap,,low,
calculate_utilization,solvers/orcaflex/mooring_analysis/comprehensive_analysis/fender_forces.py,solvers,Gap,,low,
identify_groups,solvers/orcaflex/mooring_analysis/comprehensive_analysis/group_comparator.py,solvers,Gap,,low,
compare_metrics,solvers/orcaflex/mooring_analysis/comprehensive_analysis/group_comparator.py,solvers,Gap,,low,
rank_configurations,solvers/orcaflex/mooring_analysis/comprehensive_analysis/group_comparator.py,solvers,Gap,,low,
identify_trends,solvers/orcaflex/mooring_analysis/comprehensive_analysis/group_comparator.py,solvers,Gap,,low,
num_lines,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
num_converged,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
convergence_rate,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
num_lines,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
is_positive_definite,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
principal_stiffnesses,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
num_fenders,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
total_max_force,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
has_all_analyses,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
success_rate,solvers/orcaflex/mooring_analysis/comprehensive_analysis/models.py,solvers,Gap,,low,
parse_pretension_csv,solvers/orcaflex/mooring_analysis/comprehensive_analysis/pretension.py,solvers,Gap,,low,
calculate_metrics,solvers/orcaflex/mooring_analysis/comprehensive_analysis/pretension.py,solvers,Gap,,low,
assess_convergence,solvers/orcaflex/mooring_analysis/comprehensive_analysis/pretension.py,solvers,Gap,,low,
generate_markdown_report,solvers/orcaflex/mooring_analysis/comprehensive_analysis/report_generator.py,solvers,Gap,,low,
generate_html_report,solvers/orcaflex/mooring_analysis/comprehensive_analysis/report_generator.py,solvers,Gap,,low,
parse_stiffness_csv,solvers/orcaflex/mooring_analysis/comprehensive_analysis/stiffness.py,solvers,Gap,,low,
compute_stiffness_matrix,solvers/orcaflex/mooring_analysis/comprehensive_analysis/stiffness.py,solvers,Gap,,low,
analyze_characteristics,solvers/orcaflex/mooring_analysis/comprehensive_analysis/stiffness.py,solvers,Gap,,low,
estimate_natural_periods,solvers/orcaflex/mooring_analysis/comprehensive_analysis/stiffness.py,solvers,Gap,,low,
summarize_individual,solvers/orcaflex/mooring_analysis/comprehensive_analysis/summarizer.py,solvers,Gap,,low,
summarize_group,solvers/orcaflex/mooring_analysis/comprehensive_analysis/summarizer.py,solvers,Gap,,low,
summarize_overall,solvers/orcaflex/mooring_analysis/comprehensive_analysis/summarizer.py,solvers,Gap,,low,
generate_recommendations,solvers/orcaflex/mooring_analysis/comprehensive_analysis/summarizer.py,solvers,Gap,,low,
plot_pretension_convergence,solvers/orcaflex/mooring_analysis/comprehensive_analysis/visualizer.py,solvers,Gap,,low,
plot_stiffness_matrix,solvers/orcaflex/mooring_analysis/comprehensive_analysis/visualizer.py,solvers,Gap,,low,
plot_fender_utilization,solvers/orcaflex/mooring_analysis/comprehensive_analysis/visualizer.py,solvers,Gap,,low,
to_dict,solvers/orcaflex/mooring_analysis/natural_periods.py,solvers,Gap,,low,
validate_ranges,solvers/orcaflex/mooring_analysis/natural_periods.py,solvers,Gap,,low,
set_vessel_properties,solvers/orcaflex/mooring_analysis/natural_periods.py,solvers,Gap,,low,
set_stiffness_matrix,solvers/orcaflex/mooring_analysis/natural_periods.py,solvers,Gap,,low,
calculate_natural_periods,solvers/orcaflex/mooring_analysis/natural_periods.py,solvers,Gap,,low,
calculate_frequency_response,solvers/orcaflex/mooring_analysis/natural_periods.py,solvers,Gap,,low,
calculate_natural_periods_from_stiffness,solvers/orcaflex/mooring_analysis/natural_periods.py,solvers,Gap,,low,
validate,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
validate,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
validate,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
validate,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
create_output_directories,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
load_from_file,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
load_from_dict,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
load_target_tensions_from_csv,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
get_line_by_name,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
get_target_tensions_dict,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
get_line_ea_dict,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
summary,solvers/orcaflex/mooring_tension_iteration/config.py,solvers,Gap,,low,
copy,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
set_line_properties,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
backup_original_properties,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
restore_original_properties,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
adjust_line_lengths,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
calculate_stiffness_matrix,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
calculate_length_updates_ea,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
apply_safety_limits,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
get_current_lengths,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
get_total_lengths,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
generate_length_report,solvers/orcaflex/mooring_tension_iteration/line_manager.py,solvers,Gap,,low,
total_length,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
create_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
load_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
save_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_names,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_properties,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
set_line_length,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
fix_vessels,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
run_static_analysis,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_tension,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
create_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
load_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
save_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_names,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_properties,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
set_line_length,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
fix_vessels,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
run_static_analysis,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_tension,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
create_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
load_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
save_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_names,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_properties,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
set_line_length,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
fix_vessels,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
run_static_analysis,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_tension,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
load_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
save_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_mooring_lines,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_line_lengths,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
set_line_lengths,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
fix_vessels,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
run_static_analysis,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
get_tensions,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
validate_model,solvers/orcaflex/mooring_tension_iteration/orcaflex_interface.py,solvers,Gap,,low,
summary,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
set_target_tensions,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
extract_mooring_tensions,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
analyze_tensions,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
check_convergence,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
calculate_residuals,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
record_snapshot,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
get_convergence_history,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
generate_tension_report,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
export_results,solvers/orcaflex/mooring_tension_iteration/tension_analyzer.py,solvers,Gap,,low,
summary,solvers/orcaflex/mooring_tension_iteration/tension_iterator.py,solvers,Gap,,low,
load_model,solvers/orcaflex/mooring_tension_iteration/tension_iterator.py,solvers,Gap,,low,
iterate_to_targets,solvers/orcaflex/mooring_tension_iteration/tension_iterator.py,solvers,Gap,,low,
objective,solvers/orcaflex/mooring_tension_iteration/tension_iterator.py,solvers,Gap,,low,
generate_report,solvers/orcaflex/mooring_tension_iteration/tension_iterator.py,solvers,Gap,,low,
load_simulation_results,solvers/orcaflex/operability_analysis.py,solvers,Gap,,low,
generate_operability_envelope,solvers/orcaflex/operability_analysis.py,solvers,Gap,,low,
calculate_weather_downtime,solvers/orcaflex/operability_analysis.py,solvers,Gap,,low,
generate_critical_headings_report,solvers/orcaflex/operability_analysis.py,solvers,Gap,,low,
generate_comprehensive_report,solvers/orcaflex/operability_analysis.py,solvers,Gap,,low,
process_single_file,solvers/orcaflex/opp.py,solvers,Gap,,low,
filter,solvers/orcaflex/opp.py,solvers,Gap,,low,
aggregate_results,solvers/orcaflex/opp.py,solvers,Gap,,low,
post_process_router,solvers/orcaflex/opp.py,solvers,Gap,,low,
get_cfg_with_master_data,solvers/orcaflex/opp.py,solvers,Gap,,low,
post_process,solvers/orcaflex/opp.py,solvers,Gap,,low,
get_cfg_with_linked_statistics_master_data,solvers/orcaflex/opp.py,solvers,Gap,,low,
get_cfg_with_time_series_master_data,solvers/orcaflex/opp.py,solvers,Gap,,low,
get_cfg_with_summary_master_data,solvers/orcaflex/opp.py,solvers,Gap,,low,
get_linked_statistics,solvers/orcaflex/opp_linkedstatistics.py,solvers,Gap,,low,
get_linked_statistics_from_orcaflex_run,solvers/orcaflex/opp_linkedstatistics.py,solvers,Gap,,low,
add_file_result_to_all_results,solvers/orcaflex/opp_linkedstatistics.py,solvers,Gap,,low,
save_linked_statistics,solvers/orcaflex/opp_linkedstatistics.py,solvers,Gap,,low,
get_RangeGraph,solvers/orcaflex/opp_range_graph.py,solvers,Gap,,low,
postProcessRange,solvers/orcaflex/opp_range_graph.py,solvers,Gap,,low,
add_result_to_cfg,solvers/orcaflex/opp_range_graph.py,solvers,Gap,,low,
process_range_graphs,solvers/orcaflex/opp_range_graph.py,solvers,Gap,,low,
get_summary_for_file,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
get_summary_from_orcaflex_run,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
add_file_result_to_all_results,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
save_summary,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
process_summary_by_model_and_cfg_item,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
get_summary_df_columns,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
get_summary_value_columns,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
get_additional_data,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
get_StaticResult,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
get_input_data,solvers/orcaflex/opp_summary.py,solvers,Gap,,low,
process_summary_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
process_summary_groups_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
postProcessSummary_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
get_loading_condition_array_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
save_summary_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
save_summary_to_csv_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
injectSummaryToNewExcel_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
saveSummaryToNewExcel_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
transform_output_superseded,solvers/orcaflex/opp_summary_superseded.py,solvers,Gap,,low,
router,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_time_series_data,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_time_series_from_orcaflex_run,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_TimeHistory,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
post_process_RAOs,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_cfg_fft,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_RAOs_from_time_series_data,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
assign_file_info_to_Variable_df,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_RAO,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_time_series_output,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_cfg_time_series_reference,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_cfg_time_series_custom,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
prepare_histogram_bins_for_output,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
generate_cummulative_histograms,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
qa_histograms,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
save_histograms,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
post_process_histograms,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_histogram_object_from_orcaflex_run,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_detailed_histogram_df_columns,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
get_detailed_RAO_df_columns,solvers/orcaflex/opp_time_series.py,solvers,Gap,,low,
router,solvers/orcaflex/opp_time_series_v2.py,solvers,Gap,,low,
process_time_series_data,solvers/orcaflex/opp_time_series_v2.py,solvers,Gap,,low,
process_fatigue_analysis,solvers/orcaflex/opp_time_series_v2.py,solvers,Gap,,low,
process_spectral_analysis,solvers/orcaflex/opp_time_series_v2.py,solvers,Gap,,low,
process_histograms,solvers/orcaflex/opp_time_series_v2.py,solvers,Gap,,low,
process_RAOs,solvers/orcaflex/opp_time_series_v2.py,solvers,Gap,,low,
migrate_configuration,solvers/orcaflex/opp_time_series_v2.py,solvers,Gap,,low,
get_visualizations,solvers/orcaflex/opp_visualization.py,solvers,Gap,,low,
is_file_valid,solvers/orcaflex/opp_visualization.py,solvers,Gap,,low,
save_views_for_files,solvers/orcaflex/opp_visualization.py,solvers,Gap,,low,
set_general_visualization_settings,solvers/orcaflex/opp_visualization.py,solvers,Gap,,low,
combine_models,solvers/orcaflex/opp_visualization.py,solvers,Gap,,low,
save_all_views,solvers/orcaflex/opp_visualization.py,solvers,Gap,,low,
assign_view_parameters,solvers/orcaflex/opp_visualization.py,solvers,Gap,,low,
save_image,solvers/orcaflex/opp_visualization.py,solvers,Gap,,low,
router,solvers/orcaflex/orcaflex.py,solvers,Gap,,low,
build_report_from_model,solvers/orcaflex/reporting/extractors/aggregator.py,solvers,Gap,,low,
extract_mesh_all_lines,solvers/orcaflex/reporting/extractors/aggregator.py,solvers,Gap,,low,
export_rangegraph_csvs,solvers/orcaflex/reporting/extractors/aggregator.py,solvers,Gap,,low,
extract_boundary_conditions,solvers/orcaflex/reporting/extractors/boundary_conditions_extractor.py,solvers,Gap,,low,
extract_geometry,solvers/orcaflex/reporting/extractors/geometry_extractor.py,solvers,Gap,,low,
extract_loads,solvers/orcaflex/reporting/extractors/loads_extractor.py,solvers,Gap,,low,
extract_materials,solvers/orcaflex/reporting/extractors/materials_extractor.py,solvers,Gap,,low,
extract_materials_for_lines,solvers/orcaflex/reporting/extractors/materials_extractor.py,solvers,Gap,,low,
extract_mesh,solvers/orcaflex/reporting/extractors/mesh_extractor.py,solvers,Gap,,low,
extract_mooring_report,solvers/orcaflex/reporting/extractors/mooring_extractor.py,solvers,Gap,,low,
extract_static_results,solvers/orcaflex/reporting/extractors/results_extractor.py,solvers,Gap,,low,
extract_dynamic_results,solvers/orcaflex/reporting/extractors/results_extractor.py,solvers,Gap,,low,
set_pass_fail,solvers/orcaflex/reporting/models/design_checks.py,solvers,Gap,,low,
has_conflict,solvers/orcaflex/reporting/models/design_checks.py,solvers,Gap,,low,
overall_pass,solvers/orcaflex/reporting/models/design_checks.py,solvers,Gap,,low,
overall_pass,solvers/orcaflex/reporting/models/report.py,solvers,Gap,,low,
get_section_config,solvers/orcaflex/reporting/renderers/base.py,solvers,Gap,,low,
render,solvers/orcaflex/reporting/renderers/base.py,solvers,Gap,,low,
get_section_config,solvers/orcaflex/reporting/renderers/installation.py,solvers,Gap,,low,
get_section_config,solvers/orcaflex/reporting/renderers/jumper.py,solvers,Gap,,low,
get_section_config,solvers/orcaflex/reporting/renderers/mooring.py,solvers,Gap,,low,
get_section_config,solvers/orcaflex/reporting/renderers/pipeline.py,solvers,Gap,,low,
render,solvers/orcaflex/reporting/renderers/riser.py,solvers,Gap,,low,
get_section_config,solvers/orcaflex/reporting/renderers/riser.py,solvers,Gap,,low,
generate_orcaflex_report,solvers/orcaflex/reporting/report_generator.py,solvers,Gap,,low,
wrap_section,solvers/orcaflex/reporting/section_builders/utils.py,solvers,Gap,,low,
build_table,solvers/orcaflex/reporting/section_builders/utils.py,solvers,Gap,,low,
run_single_model,solvers/orcaflex/run_to_sim.py,solvers,Gap,,low,
run_batch,solvers/orcaflex/run_to_sim.py,solvers,Gap,,low,
find_model_files,solvers/orcaflex/run_to_sim.py,solvers,Gap,,low,
run_models,solvers/orcaflex/run_to_sim.py,solvers,Gap,,low,
setup_logging,solvers/orcaflex/run_to_sim_cli.py,solvers,Gap,,low,
main,solvers/orcaflex/run_to_sim_cli.py,solvers,Gap,,low,
save_orcaflex_views,solvers/orcaflex/schematic_capture.py,solvers,Gap,,low,
gdf_to_mesh3d,solvers/orcaflex/schematic_capture.py,solvers,Gap,,low,
capture_model_schematic,solvers/orcaflex/schematic_capture.py,solvers,Gap,,low,
img_to_base64,solvers/orcaflex/schematic_capture.py,solvers,Gap,,low,
to_dict,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
discover_templates,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
get_template,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
list_templates,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
merge_yaml_files,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
generate,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
validate_syntax,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
validate_structure,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
validate_with_orcaflex,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
validate,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
format_template_list,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
cmd_list_templates,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
cmd_generate,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
cmd_validate,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
create_parser,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
main,solvers/orcaflex/template_generator.py,solvers,Gap,,low,
process,solvers/orcaflex/time_trace_processor.py,solvers,Gap,,low,
create_default_config,solvers/orcaflex/time_trace_processor.py,solvers,Gap,,low,
perform_analysis,solvers/orcaflex/umbilical_analysis_components.py,solvers,Gap,,low,
first_end_analysis,solvers/orcaflex/umbilical_analysis_components.py,solvers,Gap,,low,
second_end_analysis,solvers/orcaflex/umbilical_analysis_components.py,solvers,Gap,,low,
installation_phases,solvers/orcaflex/umbilical_analysis_components.py,solvers,Gap,,low,
installation_phase,solvers/orcaflex/umbilical_installation_IV_to_host.py,solvers,Gap,,low,
installation_step,solvers/orcaflex/umbilical_installation_IV_to_host.py,solvers,Gap,,low,
get_target_result,solvers/orcaflex/umbilical_installation_IV_to_host.py,solvers,Gap,,low,
get_target_line_length,solvers/orcaflex/umbilical_installation_IV_to_host.py,solvers,Gap,,low,
get_target_reference_distance,solvers/orcaflex/umbilical_installation_IV_to_host.py,solvers,Gap,,low,
installation_phase,solvers/orcaflex/umbilical_installation_lower_2nd_end.py,solvers,Gap,,low,
installation_step,solvers/orcaflex/umbilical_installation_lower_2nd_end.py,solvers,Gap,,low,
get_target_result,solvers/orcaflex/umbilical_installation_lower_2nd_end.py,solvers,Gap,,low,
get_target_line_length,solvers/orcaflex/umbilical_installation_lower_2nd_end.py,solvers,Gap,,low,
get_target_reference_distance,solvers/orcaflex/umbilical_installation_lower_2nd_end.py,solvers,Gap,,low,
process_batch,solvers/orcaflex/universal/batch_processor.py,solvers,Gap,,low,
get_performance_stats,solvers/orcaflex/universal/batch_processor.py,solvers,Gap,,low,
find_models,solvers/orcaflex/universal/model_discovery.py,solvers,Gap,,low,
validate_model,solvers/orcaflex/universal/model_discovery.py,solvers,Gap,,low,
find_related_models,solvers/orcaflex/universal/model_discovery.py,solvers,Gap,,low,
group_models_by_pattern,solvers/orcaflex/universal/model_discovery.py,solvers,Gap,,low,
get_discovery_stats,solvers/orcaflex/universal/model_discovery.py,solvers,Gap,,low,
resolve_path,solvers/orcaflex/universal/path_resolver.py,solvers,Gap,,low,
resolve_model_path,solvers/orcaflex/universal/path_resolver.py,solvers,Gap,,low,
validate_path,solvers/orcaflex/universal/path_resolver.py,solvers,Gap,,low,
ensure_directory,solvers/orcaflex/universal/path_resolver.py,solvers,Gap,,low,
get_relative_path,solvers/orcaflex/universal/path_resolver.py,solvers,Gap,,low,
update_terminal_title,solvers/orcaflex/universal/status_reporter.py,solvers,Gap,,low,
display_progress,solvers/orcaflex/universal/status_reporter.py,solvers,Gap,,low,
log_result,solvers/orcaflex/universal/status_reporter.py,solvers,Gap,,low,
display_summary,solvers/orcaflex/universal/status_reporter.py,solvers,Gap,,low,
generate_report,solvers/orcaflex/universal/status_reporter.py,solvers,Gap,,low,
save_report,solvers/orcaflex/universal/status_reporter.py,solvers,Gap,,low,
reset,solvers/orcaflex/universal/status_reporter.py,solvers,Gap,,low,
set_final_status,solvers/orcaflex/universal/status_reporter.py,solvers,Gap,,low,
success_rate,solvers/orcaflex/universal/universal_runner.py,solvers,Gap,,low,
path_resolver,solvers/orcaflex/universal/universal_runner.py,solvers,Gap,,low,
model_discovery,solvers/orcaflex/universal/universal_runner.py,solvers,Gap,,low,
batch_processor,solvers/orcaflex/universal/universal_runner.py,solvers,Gap,,low,
status_reporter,solvers/orcaflex/universal/universal_runner.py,solvers,Gap,,low,
run,solvers/orcaflex/universal/universal_runner.py,solvers,Gap,,low,
parse_kwargs,solvers/orcaflex/universal/__main__.py,solvers,Gap,,low,
main,solvers/orcaflex/universal/__main__.py,solvers,Gap,,low,
main,solvers/orcaflex/universal_cli.py,solvers,Gap,,low,
create_config,solvers/orcaflex/universal_cli.py,solvers,Gap,,low,
cli,solvers/orcaflex/universal_cli.py,solvers,Gap,,low,
check_file,solvers/orcaflex/utils/validate_bom.py,solvers,Gap,,low,
fix_double_bom,solvers/orcaflex/utils/validate_bom.py,solvers,Gap,,low,
add_bom,solvers/orcaflex/utils/validate_bom.py,solvers,Gap,,low,
validate_directory,solvers/orcaflex/utils/validate_bom.py,solvers,Gap,,low,
main,solvers/orcaflex/utils/validate_bom.py,solvers,Gap,,low,
